Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,P-days,Previous,P-outcome,Y
28,Technician,Single,Tertiary,No,2269,Yes,No,N/A,9,May,331,1,-1,0,N/A,No
47,Admin.,Married,Secondary,No,1060,Yes,No,N/A,6,June,83,3,-1,0,N/A,No
27,Self-employed,Married,Secondary,No,-220,Yes,No,N/A,26,May,138,2,-1,0,N/A,No
41,Management,Married,Tertiary,No,49,Yes,No,Cellular,17,July,312,5,-1,0,N/A,No
34,Admin.,Married,Tertiary,No,69,No,Yes,Cellular,4,August,120,3,1,6,Success,Yes
50,Blue-collar,Married,Primary,No,4108,Yes,No,Cellular,7,August,526,2,-1,0,N/A,Yes
47,Blue-collar,Married,Secondary,No,480,Yes,No,N/A,28,May,211,2,-1,0,N/A,No
53,Services,Married,Secondary,No,4994,No,No,Cellular,18,August,62,6,-1,0,N/A,No
53,Technician,Divorced,Secondary,No,0,Yes,Yes,Cellular,15,July,135,5,-1,0,N/A,No
47,Management,Married,Tertiary,No,3681,No,No,Cellular,14,August,101,2,-1,0,N/A,No
49,Entrepreneur,Divorced,N/A,Yes,-701,Yes,No,Cellular,30,July,988,2,-1,0,N/A,Yes
29,Management,Married,Tertiary,No,451,No,No,Cellular,28,January,451,1,-1,0,N/A,No
45,Blue-collar,Divorced,Primary,No,-311,Yes,No,N/A,23,May,1030,1,-1,0,N/A,Yes
38,Entrepreneur,Married,Secondary,No,593,Yes,Yes,Cellular,24,July,1484,24,-1,0,N/A,Yes
32,Blue-collar,Married,Secondary,No,759,Yes,No,Cellular,9,April,317,5,-1,0,N/A,Yes
70,Retired,Divorced,Primary,No,4531,No,No,Cellular,18,May,445,1,-1,0,N/A,No
65,Retired,Divorced,Primary,No,1840,No,No,Cellular,1,June,383,2,188,5,Failure,No
56,Blue-collar,Married,Secondary,No,345,Yes,No,Telephone,22,July,605,1,-1,0,N/A,No
35,Blue-collar,Married,Secondary,No,1287,Yes,No,Cellular,14,July,330,2,-1,0,N/A,No
56,Management,Married,N/A,No,353,No,Yes,Cellular,25,July,171,2,-1,0,N/A,No
56,Technician,Married,Secondary,No,205,No,Yes,Cellular,23,July,442,2,-1,0,N/A,No
49,Entrepreneur,Married,Secondary,No,687,Yes,No,Cellular,17,April,772,1,-1,0,N/A,Yes
38,Unemployed,Married,Primary,No,1147,Yes,Yes,N/A,8,May,249,5,-1,0,N/A,No
35,Management,Married,Tertiary,No,4286,Yes,No,N/A,9,May,357,1,-1,0,N/A,No
38,Admin.,Married,Tertiary,No,605,No,No,Cellular,18,November,147,2,-1,0,N/A,No
49,Blue-collar,Married,Secondary,No,8545,Yes,Yes,Cellular,6,May,199,7,167,1,Failure,No
55,Management,Married,N/A,No,559,No,No,Cellular,28,January,271,2,-1,0,N/A,No
43,Blue-collar,Single,Primary,No,2,Yes,No,Cellular,30,July,783,3,-1,0,N/A,No
43,Management,Married,Tertiary,No,2,No,Yes,Cellular,20,August,472,2,-1,0,N/A,No
25,Admin.,Single,Tertiary,No,760,Yes,No,Cellular,27,May,223,3,89,2,Failure,Yes
30,Blue-collar,Married,Primary,No,1317,Yes,No,N/A,21,May,395,2,-1,0,N/A,No
46,Blue-collar,Married,Secondary,No,182,No,No,Cellular,4,February,56,1,-1,0,N/A,No
50,Admin.,Married,Primary,No,276,No,Yes,N/A,17,June,641,6,-1,0,N/A,No
35,Entrepreneur,Married,Secondary,No,2971,No,No,Cellular,4,May,429,4,164,2,Failure,Yes
26,Unemployed,Single,Secondary,No,1064,No,No,N/A,31,May,113,1,-1,0,N/A,No
45,Admin.,Married,N/A,No,1783,No,No,N/A,20,June,11,11,-1,0,N/A,No
37,Blue-collar,Married,Secondary,No,-67,No,No,Cellular,2,February,157,1,-1,0,N/A,No
60,Self-employed,Single,Tertiary,No,179,No,Yes,Cellular,29,July,79,4,-1,0,N/A,No
38,Management,Married,Tertiary,No,1199,No,No,Cellular,4,August,178,1,1,1,Success,Yes
47,Blue-collar,Married,Primary,No,214,Yes,Yes,N/A,9,June,168,1,-1,0,N/A,No
33,Technician,Married,Secondary,No,6699,No,No,Cellular,9,November,425,1,462,1,Failure,No
51,Unemployed,Married,Secondary,No,1760,No,Yes,Cellular,19,November,162,1,-1,0,N/A,No
35,Entrepreneur,Single,Tertiary,No,145,Yes,No,Cellular,18,July,799,2,-1,0,N/A,Yes
35,Unemployed,Married,Secondary,No,978,No,No,Cellular,29,December,1370,3,209,3,Success,Yes
48,Admin.,Single,Secondary,No,1150,Yes,No,N/A,28,May,357,1,-1,0,N/A,No
37,Admin.,Married,Secondary,No,121,No,No,Cellular,22,July,22,6,-1,0,N/A,No
29,Technician,Single,Tertiary,No,828,Yes,No,Cellular,16,April,215,3,321,3,other,No
34,Admin.,Married,Secondary,No,244,Yes,No,Cellular,31,July,56,4,-1,0,N/A,No
32,Services,Married,Primary,No,228,Yes,No,Cellular,21,July,1017,6,-1,0,N/A,Yes
30,Management,Single,Tertiary,No,424,No,No,Cellular,16,April,298,4,-1,0,N/A,Yes
47,Management,Divorced,Tertiary,No,447,No,Yes,N/A,7,May,126,1,-1,0,N/A,No
33,Blue-collar,Married,Primary,No,-195,No,No,N/A,20,September,9,1,-1,0,N/A,No
33,Management,Single,Tertiary,No,1410,Yes,No,Cellular,5,February,8,1,254,5,Failure,No
63,Retired,Married,Primary,No,1084,No,No,Cellular,14,October,201,1,183,1,Success,No
51,Self-employed,Divorced,Primary,No,10924,No,No,Cellular,6,May,106,2,-1,0,N/A,No
41,Management,Married,Tertiary,No,832,Yes,Yes,Cellular,21,November,164,1,176,1,Failure,No
56,Retired,Married,Tertiary,No,478,No,No,Cellular,5,February,97,1,-1,0,N/A,No
60,Management,Single,Tertiary,No,0,No,Yes,Cellular,23,July,151,1,-1,0,N/A,No
41,Self-employed,Single,Tertiary,No,3950,Yes,No,N/A,30,May,96,2,-1,0,N/A,No
37,Management,Single,N/A,No,504,Yes,No,Cellular,16,April,555,1,-1,0,N/A,No
36,Blue-collar,Single,Secondary,No,219,Yes,Yes,Cellular,11,May,270,2,347,1,Failure,No
57,Management,Married,Tertiary,No,1602,No,No,Cellular,29,July,339,3,-1,0,N/A,No
55,Management,Married,Primary,No,2587,No,No,Cellular,4,September,328,2,94,2,Success,Yes
44,Admin.,Married,Secondary,No,0,Yes,Yes,N/A,16,May,159,1,-1,0,N/A,No
47,Self-employed,Married,Tertiary,No,2303,Yes,No,Cellular,6,May,323,2,364,1,Failure,No
31,Blue-collar,Married,Secondary,No,1660,Yes,No,Cellular,20,April,342,1,-1,0,N/A,No
35,Management,Married,Tertiary,Yes,32,Yes,No,Cellular,21,November,180,1,-1,0,N/A,No
39,Management,Married,Tertiary,No,278,No,Yes,Cellular,28,July,60,3,-1,0,N/A,No
50,Management,Married,Tertiary,No,4,No,No,Cellular,17,November,223,1,96,2,Failure,No
29,Management,Married,Tertiary,No,318,Yes,No,Cellular,18,May,1434,2,356,4,Failure,No
30,Services,Single,Secondary,No,209,Yes,No,N/A,6,May,30,2,-1,0,N/A,No
46,Services,Married,Secondary,No,271,Yes,No,N/A,16,May,134,4,-1,0,N/A,No
27,Management,Single,N/A,No,3196,No,No,Cellular,9,February,10,2,-1,0,N/A,No
48,Admin.,Divorced,Secondary,No,4099,No,No,Cellular,2,April,397,2,-1,0,N/A,Yes
26,Student,Single,Secondary,No,2572,Yes,No,Cellular,5,May,620,1,-1,0,N/A,No
36,Management,Single,Tertiary,No,339,No,No,Cellular,21,November,6,6,-1,0,N/A,No
42,Blue-collar,Married,Primary,No,0,Yes,Yes,Cellular,7,May,209,2,-1,0,N/A,No
50,Housemaid,Married,Primary,No,395,Yes,No,N/A,15,May,419,2,-1,0,N/A,No
49,Blue-collar,Married,Secondary,No,2039,Yes,No,Cellular,18,November,283,2,-1,0,N/A,No
45,Management,Married,Tertiary,No,5450,No,No,Cellular,8,August,188,2,-1,0,N/A,No
23,Student,Single,Secondary,No,780,No,No,Cellular,16,September,267,1,-1,0,N/A,No
38,Technician,Single,Secondary,No,0,Yes,No,Cellular,7,April,196,2,-1,0,N/A,No
32,Management,Single,Tertiary,No,8436,Yes,No,Cellular,17,April,245,1,149,2,Failure,No
60,Technician,Single,Primary,No,11262,No,No,Cellular,26,August,323,1,-1,0,N/A,Yes
30,Entrepreneur,Married,Secondary,No,946,Yes,No,Cellular,19,November,1065,1,183,1,other,No
58,Housemaid,Married,Tertiary,No,497,No,No,N/A,11,June,138,5,-1,0,N/A,No
60,Retired,Married,Primary,No,55,No,No,Cellular,4,June,207,1,-1,0,N/A,No
38,Services,Married,Secondary,No,-140,No,No,N/A,25,June,456,3,-1,0,N/A,No
51,Technician,Married,Secondary,No,-379,Yes,No,Cellular,5,August,261,1,-1,0,N/A,No
42,Admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,May,80,1,308,4,Failure,No
30,Services,Single,Secondary,No,0,Yes,No,Cellular,18,May,131,6,363,9,Failure,No
40,Management,Married,Primary,No,733,Yes,No,N/A,6,June,94,7,-1,0,N/A,No
37,Management,Married,Tertiary,No,393,Yes,No,Cellular,14,May,567,3,275,4,Failure,Yes
53,Technician,Divorced,Primary,No,7290,Yes,No,N/A,30,May,153,1,-1,0,N/A,No
27,Services,Single,Secondary,No,468,Yes,No,Cellular,13,May,109,1,-1,0,N/A,No
39,Blue-collar,Married,Secondary,No,0,Yes,No,Cellular,30,April,53,1,325,1,Failure,No
39,Blue-collar,Married,Primary,No,3705,Yes,No,N/A,16,June,77,1,-1,0,N/A,No
59,Retired,Married,Tertiary,No,9676,No,No,Telephone,27,March,234,2,-1,0,N/A,Yes
37,Services,Married,Secondary,No,1328,Yes,No,Telephone,13,May,121,2,341,4,Failure,No
41,Blue-collar,Married,Primary,No,8,Yes,No,Cellular,15,July,155,2,-1,0,N/A,No
45,Blue-collar,Married,Primary,No,61,No,No,Cellular,17,April,108,1,-1,0,N/A,No
48,Management,Married,Tertiary,No,6613,No,No,N/A,17,June,159,3,-1,0,N/A,No
48,Technician,Married,Secondary,No,302,Yes,No,N/A,26,May,208,3,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,1005,No,No,Cellular,12,May,215,1,-1,0,N/A,No
35,Services,Married,Secondary,No,109,Yes,No,N/A,6,May,597,3,-1,0,N/A,No
33,Management,Single,Tertiary,No,1240,Yes,No,Cellular,4,February,505,2,260,1,other,No
28,Blue-collar,Single,Primary,No,0,Yes,Yes,N/A,3,June,380,4,-1,0,N/A,No
64,Retired,Married,N/A,No,2923,No,No,Cellular,12,March,120,1,-1,0,N/A,No
35,Technician,Married,Secondary,No,0,No,No,Cellular,27,August,106,4,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,43,Yes,No,Cellular,14,May,332,2,358,2,Failure,No
41,Technician,Married,Secondary,No,288,Yes,No,N/A,15,May,221,4,-1,0,N/A,No
34,Admin.,Married,Secondary,No,613,Yes,No,Cellular,4,June,80,1,-1,0,N/A,No
37,Technician,Single,Tertiary,No,6101,No,No,Cellular,4,May,60,5,87,1,Success,No
38,Blue-collar,Married,Primary,No,168,Yes,Yes,Telephone,13,May,212,3,-1,0,N/A,No
39,Blue-collar,Married,Primary,No,7685,Yes,No,Cellular,14,April,493,3,-1,0,N/A,No
35,Technician,Divorced,Tertiary,No,4515,Yes,No,Cellular,19,November,98,2,-1,0,N/A,No
28,Blue-collar,Single,Secondary,No,517,No,Yes,Cellular,8,July,681,1,-1,0,N/A,Yes
27,Blue-collar,Single,Secondary,No,148,No,No,Cellular,22,July,203,1,-1,0,N/A,No
48,Retired,Married,Primary,Yes,-285,No,Yes,Cellular,19,November,157,1,-1,0,N/A,No
50,Blue-collar,Married,Secondary,No,887,No,No,N/A,16,June,287,1,-1,0,N/A,No
45,Self-employed,Married,Secondary,No,3098,Yes,No,Cellular,7,August,159,2,-1,0,N/A,No
41,Technician,Married,Tertiary,No,744,Yes,No,N/A,14,May,125,1,-1,0,N/A,No
39,Technician,Married,Secondary,No,130,No,No,Cellular,8,July,202,2,-1,0,N/A,No
44,Management,Married,Secondary,No,438,Yes,No,Telephone,8,May,37,3,303,1,Failure,No
54,Admin.,Married,Secondary,No,0,No,No,Cellular,28,January,161,1,98,2,Failure,Yes
49,Management,Married,Tertiary,No,322,No,No,Cellular,6,August,72,4,-1,0,N/A,No
34,Blue-collar,Single,Secondary,No,186,No,No,Cellular,2,February,342,1,-1,0,N/A,No
75,Retired,Divorced,Tertiary,No,3810,Yes,No,Cellular,16,November,262,1,183,1,Failure,Yes
42,Management,Married,Tertiary,No,0,No,No,Cellular,13,August,325,2,-1,0,N/A,No
53,Blue-collar,Married,Secondary,No,4380,No,No,Telephone,19,August,223,7,-1,0,N/A,No
49,Management,Divorced,Tertiary,No,755,No,No,Cellular,31,July,1212,4,-1,0,N/A,Yes
31,Services,Single,Secondary,No,2070,No,No,Cellular,29,August,319,2,-1,0,N/A,No
45,Blue-collar,Single,Primary,No,999,No,No,Cellular,29,January,182,2,-1,0,N/A,No
39,Self-employed,Married,Secondary,No,167,Yes,Yes,Cellular,17,July,330,1,-1,0,N/A,No
46,Technician,Married,Secondary,No,1322,Yes,Yes,Cellular,19,November,514,1,-1,0,N/A,No
42,Admin.,Divorced,Secondary,No,1076,Yes,No,N/A,14,May,213,1,-1,0,N/A,No
37,Management,Married,Tertiary,No,502,Yes,No,Cellular,7,May,551,1,351,1,Failure,No
26,Technician,Single,Tertiary,No,1216,Yes,No,Cellular,16,April,472,2,-1,0,N/A,No
37,Management,Single,Tertiary,No,876,Yes,No,Cellular,15,April,140,4,327,2,Failure,No
36,Services,Single,Secondary,No,342,Yes,No,N/A,7,May,142,1,-1,0,N/A,No
29,Blue-collar,Single,Primary,No,950,Yes,No,N/A,4,June,135,3,-1,0,N/A,No
36,Blue-collar,Married,Primary,No,973,Yes,Yes,N/A,23,May,293,1,-1,0,N/A,No
26,Technician,Married,Tertiary,No,3825,Yes,No,N/A,13,May,107,1,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,2366,Yes,No,N/A,20,May,127,2,-1,0,N/A,No
40,Management,Married,Tertiary,No,542,Yes,No,Cellular,20,November,1816,1,-1,0,N/A,No
53,Management,Married,Primary,No,995,No,No,Cellular,4,February,200,3,-1,0,N/A,No
29,Management,Married,Tertiary,No,20,Yes,No,Cellular,12,May,418,1,-1,0,N/A,No
34,Technician,Single,Tertiary,No,228,Yes,No,Cellular,22,July,387,4,-1,0,N/A,No
43,Blue-collar,Married,Secondary,No,130,No,No,Cellular,5,May,156,1,337,3,Failure,No
56,Management,Married,Tertiary,No,217,No,Yes,Cellular,21,July,121,2,-1,0,N/A,No
55,Entrepreneur,Divorced,Tertiary,No,0,No,No,N/A,6,June,108,2,-1,0,N/A,No
31,Self-employed,Married,Tertiary,No,259,Yes,No,Cellular,7,May,47,1,-1,0,N/A,No
27,Admin.,Single,Secondary,No,619,Yes,No,Cellular,20,April,16,5,322,4,other,No
36,Management,Married,Secondary,No,644,Yes,No,Cellular,18,November,54,2,-1,0,N/A,No
44,Management,Married,Tertiary,No,22,Yes,No,Cellular,6,August,265,2,-1,0,N/A,No
37,Admin.,Divorced,Tertiary,No,4303,Yes,No,N/A,23,May,168,1,-1,0,N/A,No
30,Admin.,Single,Secondary,No,239,Yes,No,Cellular,7,May,115,3,-1,0,N/A,No
42,Technician,Single,Secondary,No,275,No,No,Cellular,26,August,31,8,-1,0,N/A,No
30,Management,Married,Tertiary,No,1221,Yes,No,Telephone,25,July,279,4,-1,0,N/A,Yes
62,Retired,Married,Secondary,No,816,No,No,Cellular,1,September,28,2,-1,0,N/A,No
24,Blue-collar,Married,Secondary,No,1222,Yes,No,Cellular,20,April,369,1,-1,0,N/A,No
31,Technician,Married,Secondary,No,2363,Yes,No,N/A,13,May,247,1,-1,0,N/A,No
66,Retired,Married,Tertiary,No,2262,No,No,Cellular,22,April,155,1,-1,0,N/A,No
47,Admin.,Married,Secondary,No,2,No,No,Cellular,10,July,89,1,-1,0,N/A,No
39,Entrepreneur,Married,Tertiary,No,2,Yes,No,Cellular,17,November,180,1,-1,0,N/A,No
35,Technician,Married,Secondary,No,4508,Yes,No,Cellular,18,November,854,1,-1,0,N/A,Yes
35,Admin.,Divorced,Secondary,No,-402,Yes,No,Cellular,17,April,46,1,-1,0,N/A,No
27,Technician,Married,Secondary,No,1577,Yes,Yes,N/A,28,May,266,2,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,34,Yes,No,Cellular,5,May,321,2,-1,0,N/A,No
44,Management,Married,Tertiary,No,795,No,No,Cellular,28,August,99,24,-1,0,N/A,No
42,Blue-collar,Married,Secondary,No,117,Yes,No,N/A,9,May,147,1,-1,0,N/A,No
34,Self-employed,Single,Tertiary,No,5462,No,No,Cellular,30,April,430,1,-1,0,N/A,Yes
25,Services,Single,Secondary,No,402,No,Yes,Cellular,7,July,264,1,-1,0,N/A,No
40,Technician,Single,Secondary,No,641,No,No,Cellular,16,July,156,6,-1,0,N/A,No
43,Management,Divorced,Tertiary,No,36,No,No,Cellular,26,May,118,1,102,2,Failure,No
55,Unemployed,Married,Tertiary,No,383,No,No,N/A,6,May,343,3,-1,0,N/A,No
50,Blue-collar,Married,Secondary,No,283,Yes,No,Cellular,7,August,226,3,-1,0,N/A,No
45,Management,Divorced,Tertiary,No,0,No,No,N/A,1,June,5,1,-1,0,N/A,No
35,Blue-collar,Divorced,Secondary,No,3102,Yes,No,Cellular,20,November,138,1,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,889,Yes,No,Cellular,10,September,185,1,99,5,Success,Yes
59,Housemaid,Married,Secondary,No,0,No,No,Telephone,3,February,722,1,99,4,Failure,No
34,Self-employed,Married,Secondary,No,-370,Yes,No,N/A,21,May,748,1,-1,0,N/A,No
39,Management,Married,Tertiary,No,-606,Yes,No,N/A,26,May,142,1,-1,0,N/A,No
40,Management,Single,Secondary,No,10378,Yes,No,Cellular,17,November,523,3,-1,0,N/A,No
36,Blue-collar,Single,Primary,No,1313,Yes,No,N/A,20,June,8,10,-1,0,N/A,No
40,Management,Married,Tertiary,No,8969,Yes,No,Cellular,17,November,153,1,-1,0,N/A,No
55,Self-employed,Married,Secondary,No,-196,Yes,No,N/A,20,May,210,2,-1,0,N/A,No
38,Entrepreneur,Married,Secondary,Yes,15,Yes,No,Cellular,10,July,121,1,-1,0,N/A,No
61,Admin.,Married,Secondary,No,4608,No,No,Cellular,12,March,212,1,-1,0,N/A,Yes
41,Management,Married,Tertiary,No,666,Yes,No,N/A,21,May,253,3,-1,0,N/A,No
57,Blue-collar,Married,Primary,No,452,Yes,No,N/A,13,May,139,4,-1,0,N/A,No
48,Blue-collar,Married,Secondary,No,149,Yes,No,N/A,9,May,71,1,-1,0,N/A,No
77,Retired,Married,Tertiary,No,7802,No,No,Telephone,4,May,421,1,92,2,Success,Yes
35,Services,Married,Secondary,No,1453,Yes,No,N/A,28,May,199,1,-1,0,N/A,No
54,Blue-collar,Married,Secondary,No,1480,Yes,No,N/A,14,May,108,1,-1,0,N/A,No
37,Management,Single,N/A,No,715,Yes,No,N/A,20,May,247,2,-1,0,N/A,No
56,Management,Single,Secondary,No,237,Yes,No,Telephone,9,July,236,4,-1,0,N/A,No
40,Technician,Married,Secondary,No,694,Yes,No,Cellular,4,February,97,4,196,5,Failure,No
40,Management,Married,Tertiary,No,0,No,No,Cellular,14,July,109,8,-1,0,N/A,No
54,Management,Married,Tertiary,No,55,Yes,No,Cellular,2,June,112,2,-1,0,N/A,No
55,Housemaid,Married,Primary,No,136,Yes,No,N/A,19,June,15,10,-1,0,N/A,No
55,Services,Divorced,Secondary,Yes,-404,Yes,No,Cellular,22,July,502,3,-1,0,N/A,No
52,Blue-collar,Married,Primary,No,779,Yes,No,N/A,16,May,30,3,-1,0,N/A,No
55,Blue-collar,Single,Primary,No,1187,Yes,No,N/A,2,June,193,2,-1,0,N/A,No
33,Management,Married,Tertiary,No,641,Yes,No,Cellular,13,August,347,2,-1,0,N/A,No
52,Blue-collar,Married,N/A,No,826,Yes,No,N/A,15,May,468,2,-1,0,N/A,No
33,Services,Divorced,Secondary,No,991,Yes,No,N/A,27,May,148,1,-1,0,N/A,No
53,Admin.,Married,Secondary,No,1796,No,No,Telephone,16,March,295,1,91,2,Success,Yes
46,Admin.,Married,Secondary,No,22,No,No,Cellular,26,August,388,6,-1,0,N/A,Yes
44,Technician,Single,Secondary,No,244,Yes,No,Cellular,12,August,1735,4,-1,0,N/A,Yes
48,Management,Divorced,Tertiary,No,1328,Yes,No,N/A,6,May,339,1,-1,0,N/A,No
50,Housemaid,Married,Secondary,No,7317,Yes,No,Cellular,13,May,172,1,370,1,Failure,No
34,Technician,Single,Secondary,No,4943,Yes,Yes,Cellular,19,November,117,2,-1,0,N/A,No
38,Technician,Single,Secondary,No,258,No,Yes,N/A,20,June,587,2,-1,0,N/A,No
42,Management,Single,Tertiary,No,515,Yes,No,Cellular,19,November,501,2,-1,0,N/A,No
32,Management,Single,Tertiary,No,12607,No,No,Cellular,14,August,203,5,84,1,Failure,No
58,Admin.,Married,Secondary,No,2,Yes,Yes,Telephone,25,July,282,9,-1,0,N/A,No
31,Management,Married,Tertiary,No,13,No,No,Cellular,28,August,110,5,-1,0,N/A,No
19,Student,Single,Primary,No,103,No,No,Cellular,10,July,104,2,-1,0,N/A,Yes
41,Management,Married,Tertiary,No,3872,No,No,Cellular,15,October,231,1,-1,0,N/A,No
31,Unemployed,Married,Secondary,No,296,Yes,No,N/A,20,May,378,3,-1,0,N/A,No
52,Self-employed,Single,Primary,No,217,No,Yes,Cellular,15,July,193,6,-1,0,N/A,No
42,Self-employed,Divorced,Tertiary,No,360,Yes,No,N/A,24,June,110,5,-1,0,N/A,No
41,Blue-collar,Single,Secondary,No,428,Yes,No,Cellular,12,May,92,1,-1,0,N/A,No
30,Blue-collar,Single,Secondary,No,315,No,No,Cellular,23,June,1407,1,-1,0,N/A,Yes
38,Blue-collar,Married,Secondary,No,121,Yes,Yes,Cellular,6,February,168,1,212,2,Failure,No
32,Management,Married,Tertiary,No,820,Yes,No,Cellular,17,July,738,3,-1,0,N/A,No
52,Technician,Married,Secondary,No,195,Yes,No,Cellular,18,February,220,1,63,5,Failure,Yes
48,Management,Divorced,Tertiary,No,108,Yes,No,N/A,27,May,89,2,-1,0,N/A,No
36,Management,Married,Tertiary,No,-381,Yes,No,Cellular,31,July,30,29,-1,0,N/A,No
45,Unemployed,Divorced,Primary,No,757,No,No,Cellular,20,April,103,1,325,4,Failure,No
34,Technician,Married,Tertiary,No,691,Yes,Yes,N/A,2,June,70,1,-1,0,N/A,No
36,Blue-collar,Married,Primary,No,1925,Yes,No,Cellular,20,April,904,2,-1,0,N/A,Yes
34,Management,Married,Tertiary,No,902,Yes,No,Cellular,14,May,159,1,367,2,other,No
61,Retired,Married,Secondary,No,5207,No,No,Cellular,11,September,336,1,81,2,other,No
54,Services,Married,Secondary,No,0,No,No,N/A,19,June,220,1,-1,0,N/A,No
50,Entrepreneur,Married,Secondary,No,665,No,No,Telephone,17,November,238,1,-1,0,N/A,No
43,Admin.,Divorced,Secondary,No,738,Yes,No,Cellular,21,November,585,4,191,4,Failure,No
47,Blue-collar,Married,Primary,No,233,No,No,Cellular,8,August,293,3,-1,0,N/A,No
45,Services,Married,Secondary,No,-839,Yes,No,N/A,28,May,68,1,-1,0,N/A,No
57,Retired,Married,Primary,No,5799,No,No,N/A,17,June,97,1,-1,0,N/A,No
27,Admin.,Married,Secondary,No,1033,Yes,No,N/A,9,May,1713,1,-1,0,N/A,No
49,Unemployed,Divorced,Secondary,No,66,No,No,Cellular,9,July,218,3,-1,0,N/A,No
43,Services,Married,Primary,No,2567,Yes,No,Cellular,14,May,109,1,360,2,Failure,No
40,Management,Married,Tertiary,No,1584,Yes,No,Telephone,21,November,661,1,-1,0,N/A,No
32,Services,Single,Secondary,No,182,Yes,No,Cellular,6,May,145,1,-1,0,N/A,No
58,Management,Married,Primary,No,76,Yes,No,Telephone,18,May,54,4,-1,0,N/A,No
34,Admin.,Single,Secondary,No,663,Yes,No,Cellular,20,April,111,1,-1,0,N/A,No
46,Technician,Divorced,Secondary,No,3455,Yes,No,N/A,14,May,566,2,-1,0,N/A,No
29,Blue-collar,Married,Secondary,No,15,No,No,Cellular,3,June,136,1,-1,0,N/A,No
52,Blue-collar,Married,Primary,No,1054,No,No,Cellular,4,August,273,1,-1,0,N/A,No
45,Management,Married,Tertiary,No,1529,No,No,Cellular,30,June,160,1,-1,0,N/A,No
26,Management,Single,Secondary,No,63,No,No,Cellular,28,July,76,4,-1,0,N/A,No
40,Technician,Married,Tertiary,No,0,No,No,Cellular,19,August,44,1,-1,0,N/A,No
41,Admin.,Married,Secondary,No,920,Yes,Yes,N/A,27,May,239,1,-1,0,N/A,No
47,Admin.,Single,Secondary,No,3696,No,No,Cellular,12,July,250,2,181,4,Success,Yes
27,Technician,Single,N/A,No,59,No,No,Cellular,15,July,792,4,-1,0,N/A,No
27,Services,Married,Secondary,No,0,Yes,No,Cellular,23,July,198,13,-1,0,N/A,No
48,Blue-collar,Married,Secondary,No,157,Yes,No,N/A,6,May,73,1,-1,0,N/A,No
49,Admin.,Married,Secondary,No,2465,No,No,Cellular,20,August,157,3,-1,0,N/A,No
35,Blue-collar,Married,Primary,No,0,Yes,No,Cellular,24,July,90,6,-1,0,N/A,No
47,Self-employed,Married,Secondary,Yes,2,No,No,Cellular,5,February,236,2,-1,0,N/A,No
54,Management,Married,Tertiary,No,0,No,No,Cellular,16,July,118,5,-1,0,N/A,No
39,Management,Single,Tertiary,No,12437,No,No,Telephone,18,November,40,1,-1,0,N/A,No
28,Student,Single,Secondary,No,378,Yes,No,Cellular,17,April,346,1,-1,0,N/A,No
54,Blue-collar,Married,Primary,No,211,No,No,N/A,19,June,200,2,-1,0,N/A,No
34,Technician,Married,Secondary,No,-228,Yes,No,Cellular,20,April,187,3,332,3,other,No
63,Retired,Married,Secondary,No,2747,No,No,Cellular,11,September,113,1,80,1,Failure,No
42,Self-employed,Married,Tertiary,No,1932,Yes,No,N/A,16,May,192,32,-1,0,N/A,No
43,Technician,Single,Secondary,No,11269,No,No,N/A,29,May,92,1,-1,0,N/A,No
37,Admin.,Married,Secondary,No,1314,Yes,No,Cellular,8,May,682,2,85,7,Success,No
55,Blue-collar,Married,Primary,No,2275,No,No,Cellular,25,August,139,9,-1,0,N/A,No
43,Management,Single,Tertiary,No,1304,No,No,Cellular,6,August,501,2,-1,0,N/A,Yes
41,Blue-collar,Married,Secondary,Yes,720,No,Yes,Cellular,24,July,651,1,-1,0,N/A,Yes
47,Technician,Divorced,Secondary,No,2914,Yes,No,Cellular,18,August,405,13,-1,0,N/A,No
34,Technician,Married,Secondary,No,1464,Yes,No,N/A,23,May,350,1,-1,0,N/A,No
28,Student,Single,Secondary,No,11555,No,No,Cellular,8,April,125,2,-1,0,N/A,No
36,Services,Married,Secondary,No,-302,Yes,No,Cellular,13,May,36,2,-1,0,N/A,No
50,Technician,Married,Secondary,No,2497,Yes,No,Cellular,21,November,35,1,176,1,Failure,No
